"11a7 -- Immigration and emigration by age (5-year), sex and area, 1990-2024"

"Area","Sex","Age","Information","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Pello","Total","Total","Immigration to Finland",62,32,16,19,9,9,14,11,7,13,14,12,10,17,11,11,18,18,20,21,18,15,17,14,13,19,2,12,9,11,7,7,10,32,22
"Pello","Total","Total","Emigration from Finland",24,14,14,17,13,16,25,6,14,23,11,7,16,12,24,12,21,13,11,18,7,6,13,12,8,6,8,9,6,6,9,5,1,1,5
"Pello","Total","Total","Net migration",38,18,2,2,-4,-7,-11,5,-7,-10,3,5,-6,5,-13,-1,-3,5,9,3,11,9,4,2,5,13,-6,3,3,5,-2,2,9,31,17
"Perho","Total","Total","Immigration to Finland",0,2,1,2,2,2,1,1,1,8,1,1,0,2,4,7,3,2,7,5,1,4,12,7,4,3,2,0,2,3,3,2,1,5,2
"Perho","Total","Total","Emigration from Finland",0,1,0,0,1,3,2,0,0,4,0,0,4,3,0,1,0,2,2,0,1,0,0,0,2,1,2,2,1,1,1,2,3,0,0
"Perho","Total","Total","Net migration",0,1,1,2,1,-1,-1,1,1,4,1,1,-4,-1,4,6,3,0,5,5,0,4,12,7,2,2,0,-2,1,2,2,0,-2,5,2
"Petäjävesi","Total","Total","Immigration to Finland",8,5,4,10,3,1,2,0,16,6,2,6,4,3,6,2,4,1,15,7,1,2,8,13,7,5,12,3,1,5,8,6,1,6,9
"Petäjävesi","Total","Total","Emigration from Finland",1,0,4,1,1,0,5,1,4,5,0,16,2,7,1,0,2,0,1,1,3,4,10,2,3,5,3,2,3,3,1,1,3,3,0
"Petäjävesi","Total","Total","Net migration",7,5,0,9,2,1,-3,-1,12,1,2,-10,2,-4,5,2,2,1,14,6,-2,-2,-2,11,4,0,9,1,-2,2,7,5,-2,3,9
"Pieksämäki","Total","Total","Immigration to Finland",33,39,34,20,20,36,28,24,6,23,29,19,30,33,43,41,35,38,58,27,32,41,58,36,51,46,79,38,42,50,45,37,86,255,464
"Pieksämäki","Total","Total","Emigration from Finland",7,10,18,6,22,13,13,8,9,23,20,19,10,21,15,18,13,14,16,9,20,23,12,6,17,17,24,25,20,26,9,13,23,9,17
"Pieksämäki","Total","Total","Net migration",26,29,16,14,-2,23,15,16,-3,0,9,0,20,12,28,23,22,24,42,18,12,18,46,30,34,29,55,13,22,24,36,24,63,246,447
"Pielavesi","Total","Total","Immigration to Finland",10,11,34,5,8,33,15,2,6,7,19,7,21,8,11,5,8,5,10,6,5,11,11,5,13,11,4,3,10,8,4,10,9,15,10
"Pielavesi","Total","Total","Emigration from Finland",2,2,2,1,4,0,5,10,11,2,6,8,8,6,6,8,1,3,2,6,0,3,2,1,2,2,4,3,2,3,3,1,2,11,7
"Pielavesi","Total","Total","Net migration",8,9,32,4,4,33,10,-8,-5,5,13,-1,13,2,5,-3,7,2,8,0,5,8,9,4,11,9,0,0,8,5,1,9,7,4,3
"Pihtipudas","Total","Total","Immigration to Finland",7,9,3,2,1,7,8,4,1,2,6,11,1,5,11,14,13,1,3,9,3,5,6,11,5,5,0,6,4,6,5,12,1,22,10
"Pihtipudas","Total","Total","Emigration from Finland",3,2,5,5,0,2,7,1,3,5,1,3,5,1,2,4,4,6,6,8,2,4,0,2,2,1,3,1,3,1,1,4,4,4,7
"Pihtipudas","Total","Total","Net migration",4,7,-2,-3,1,5,1,3,-2,-3,5,8,-4,4,9,10,9,-5,-3,1,1,1,6,9,3,4,-3,5,1,5,4,8,-3,18,3
"Pirkkala","Total","Total","Immigration to Finland",10,25,16,39,26,29,17,35,21,14,31,21,32,55,38,51,35,59,56,43,46,42,62,54,53,56,37,57,52,56,46,47,47,91,50
"Pirkkala","Total","Total","Emigration from Finland",9,12,9,8,19,17,20,13,15,23,36,29,32,29,11,22,19,25,44,25,26,38,33,30,35,27,43,36,40,27,34,21,39,22,32
"Pirkkala","Total","Total","Net migration",1,13,7,31,7,12,-3,22,6,-9,-5,-8,0,26,27,29,16,34,12,18,20,4,29,24,18,29,-6,21,12,29,12,26,8,69,18
"Polvijärvi","Total","Total","Immigration to Finland",0,2,3,2,4,3,4,4,5,13,5,6,5,10,7,5,6,6,3,4,3,4,7,11,10,7,8,4,1,2,4,11,8,8,3
"Polvijärvi","Total","Total","Emigration from Finland",1,1,0,3,4,6,6,1,5,0,3,5,3,1,1,1,2,3,1,1,2,0,1,3,5,6,2,5,2,2,4,4,5,0,3
"Polvijärvi","Total","Total","Net migration",-1,1,3,-1,0,-3,-2,3,0,13,2,1,2,9,6,4,4,3,2,3,1,4,6,8,5,1,6,-1,-1,0,0,7,3,8,0
"Pomarkku","Total","Total","Immigration to Finland",3,20,8,4,0,6,2,9,2,0,2,3,1,3,1,1,1,5,1,3,3,0,0,4,3,1,1,3,1,4,1,2,4,2,5
"Pomarkku","Total","Total","Emigration from Finland",4,3,0,0,2,2,3,6,3,1,0,5,8,0,0,7,2,1,0,1,0,2,1,0,0,3,0,1,1,1,2,8,4,3,1
"Pomarkku","Total","Total","Net migration",-1,17,8,4,-2,4,-1,3,-1,-1,2,-2,-7,3,1,-6,-1,4,1,2,3,-2,-1,4,3,-2,1,2,0,3,-1,-6,0,-1,4
"Pori","Total","Total","Immigration to Finland",143,224,150,102,95,138,120,102,253,177,192,211,158,184,181,170,155,175,240,282,198,269,299,374,279,232,332,333,311,266,316,374,543,843,785
"Pori","Total","Total","Emigration from Finland",81,60,55,86,130,128,119,124,163,138,138,111,110,102,100,115,114,112,126,90,84,119,123,152,121,147,140,121,123,128,108,150,144,134,158
"Pori","Total","Total","Net migration",62,164,95,16,-35,10,1,-22,90,39,54,100,48,82,81,55,41,63,114,192,114,150,176,222,158,85,192,212,188,138,208,224,399,709,627
"Pornainen","Total","Total","Immigration to Finland",1,5,3,4,1,4,1,6,2,2,1,8,5,4,6,7,17,2,5,7,16,6,11,7,7,3,3,8,9,8,4,10,3,8,5
"Pornainen","Total","Total","Emigration from Finland",2,1,2,1,4,2,1,2,4,7,6,2,5,8,7,7,7,5,2,0,3,9,5,5,4,3,7,4,8,10,9,3,4,11,6
"Pornainen","Total","Total","Net migration",-1,4,1,3,-3,2,0,4,-2,-5,-5,6,0,-4,-1,0,10,-3,3,7,13,-3,6,2,3,0,-4,4,1,-2,-5,7,-1,-3,-1
"Porvoo","Total","Total","Immigration to Finland",150,319,164,277,92,123,121,106,140,155,145,193,184,165,219,161,206,187,217,204,220,200,270,260,304,266,355,282,224,267,272,276,310,446,570
"Porvoo","Total","Total","Emigration from Finland",53,65,36,54,113,103,80,78,123,110,120,111,96,118,128,92,102,124,93,130,95,104,110,106,126,151,130,140,171,156,135,116,136,166,122
"Porvoo","Total","Total","Net migration",97,254,128,223,-21,20,41,28,17,45,25,82,88,47,91,69,104,63,124,74,125,96,160,154,178,115,225,142,53,111,137,160,174,280,448
"Posio","Total","Total","Immigration to Finland",23,8,1,5,2,5,3,8,10,10,7,5,10,4,3,7,6,9,6,7,12,6,5,5,5,4,6,7,4,6,6,3,19,19,21
"Posio","Total","Total","Emigration from Finland",8,3,3,2,5,3,4,10,4,9,6,2,7,2,2,1,3,4,3,0,3,7,1,11,2,1,1,4,5,0,0,4,0,2,3
"Posio","Total","Total","Net migration",15,5,-2,3,-3,2,-1,-2,6,1,1,3,3,2,1,6,3,5,3,7,9,-1,4,-6,3,3,5,3,-1,6,6,-1,19,17,18
"Pudasjärvi","Total","Total","Immigration to Finland",28,28,7,13,10,9,14,3,7,17,17,12,10,14,21,7,6,18,6,35,91,68,89,124,85,87,107,64,32,74,38,50,30,57,11
"Pudasjärvi","Total","Total","Emigration from Finland",11,8,8,7,6,17,6,13,13,6,18,15,6,11,6,6,2,6,1,4,7,5,10,4,12,7,9,5,3,8,3,5,6,9,4
"Pudasjärvi","Total","Total","Net migration",17,20,-1,6,4,-8,8,-10,-6,11,-1,-3,4,3,15,1,4,12,5,31,84,63,79,120,73,80,98,59,29,66,35,45,24,48,7
"Pukkila","Total","Total","Immigration to Finland",0,3,1,4,1,1,0,2,1,1,4,5,1,4,3,3,2,1,4,0,6,5,3,2,4,5,8,4,6,2,1,0,4,9,6
"Pukkila","Total","Total","Emigration from Finland",2,0,1,1,0,2,1,0,1,1,0,0,1,0,3,2,1,2,0,0,1,2,2,1,2,9,0,2,1,0,0,0,4,1,2
"Pukkila","Total","Total","Net migration",-2,3,0,3,1,-1,-1,2,0,0,4,5,0,4,0,1,1,-1,4,0,5,3,1,1,2,-4,8,2,5,2,1,0,0,8,4
"Punkalaidun","Total","Total","Immigration to Finland",0,17,68,138,8,1,5,0,2,4,3,74,7,15,22,17,19,19,37,46,34,48,22,25,1,11,56,51,39,79,96,5,10,11,5
"Punkalaidun","Total","Total","Emigration from Finland",0,0,0,0,0,2,5,1,0,0,3,3,1,1,2,2,1,5,7,0,4,1,1,1,2,0,2,2,5,0,4,3,2,1,1
"Punkalaidun","Total","Total","Net migration",0,17,68,138,8,-1,0,-1,2,4,0,71,6,14,20,15,18,14,30,46,30,47,21,24,-1,11,54,49,34,79,92,2,8,10,4
"Puolanka","Total","Total","Immigration to Finland",9,4,2,2,2,2,7,11,5,6,5,5,7,4,4,2,15,7,6,6,4,13,9,9,11,6,8,5,3,2,3,5,7,15,25
"Puolanka","Total","Total","Emigration from Finland",8,1,2,7,3,2,7,0,4,6,2,2,6,0,2,0,1,0,4,2,7,1,1,3,0,0,3,3,4,1,0,2,0,3,1
"Puolanka","Total","Total","Net migration",1,3,0,-5,-1,0,0,11,1,0,3,3,1,4,2,2,14,7,2,4,-3,12,8,6,11,6,5,2,-1,1,3,3,7,12,24
"Puumala","Total","Total","Immigration to Finland",4,4,5,1,2,5,2,1,3,4,6,1,1,0,4,3,3,6,2,7,2,3,8,1,4,7,5,9,5,7,1,2,22,22,10
"Puumala","Total","Total","Emigration from Finland",0,1,2,0,0,5,2,0,3,2,0,1,2,0,0,1,2,1,0,1,0,4,0,1,0,7,1,2,1,1,3,5,5,14,4
"Puumala","Total","Total","Net migration",4,3,3,1,2,0,0,1,0,2,6,0,-1,0,4,2,1,5,2,6,2,-1,8,0,4,0,4,7,4,6,-2,-3,17,8,6
"Pyhtää","Total","Total","Immigration to Finland",9,8,6,3,5,5,7,6,3,7,16,9,18,11,15,17,28,18,17,12,12,11,17,21,13,9,53,40,4,8,20,11,13,17,16
"Pyhtää","Total","Total","Emigration from Finland",4,2,4,3,0,5,2,2,7,10,10,9,5,10,22,13,12,2,5,4,6,10,8,2,9,8,6,9,11,14,6,2,9,6,13
"Pyhtää","Total","Total","Net migration",5,6,2,0,5,0,5,4,-4,-3,6,0,13,1,-7,4,16,16,12,8,6,1,9,19,4,1,47,31,-7,-6,14,9,4,11,3
"Pyhäjoki","Total","Total","Immigration to Finland",2,1,4,8,0,3,2,5,0,4,3,1,6,3,4,15,7,4,3,0,8,10,5,3,0,3,10,9,4,11,25,56,22,17,9
"Pyhäjoki","Total","Total","Emigration from Finland",4,2,1,0,1,2,0,2,3,6,1,2,6,0,9,2,6,3,0,3,4,4,2,1,3,0,0,4,3,2,1,2,8,8,7
"Pyhäjoki","Total","Total","Net migration",-2,-1,3,8,-1,1,2,3,-3,-2,2,-1,0,3,-5,13,1,1,3,-3,4,6,3,2,-3,3,10,5,1,9,24,54,14,9,2
"Pyhäjärvi","Total","Total","Immigration to Finland",12,22,20,11,7,3,6,11,1,15,11,11,14,10,20,11,16,6,14,10,4,16,11,8,5,9,6,4,5,3,7,13,11,41,32
"Pyhäjärvi","Total","Total","Emigration from Finland",4,2,0,3,8,12,3,4,8,6,3,1,2,13,13,3,8,3,6,5,9,1,3,2,7,0,4,2,4,8,5,4,3,2,1
"Pyhäjärvi","Total","Total","Net migration",8,20,20,8,-1,-9,3,7,-7,9,8,10,12,-3,7,8,8,3,8,5,-5,15,8,6,-2,9,2,2,1,-5,2,9,8,39,31
"Pyhäntä","Total","Total","Immigration to Finland",0,5,1,8,0,0,2,0,2,1,7,4,1,3,1,3,1,2,0,3,7,3,0,0,2,2,4,7,10,10,17,51,16,24,20
"Pyhäntä","Total","Total","Emigration from Finland",2,2,1,1,1,3,2,2,1,2,3,2,3,1,0,0,1,7,5,1,1,2,0,1,1,1,8,2,2,0,3,1,0,2,2
"Pyhäntä","Total","Total","Net migration",-2,3,0,7,-1,-3,0,-2,1,-1,4,2,-2,2,1,3,0,-5,-5,2,6,1,0,-1,1,1,-4,5,8,10,14,50,16,22,18
"Pyhäranta","Total","Total","Immigration to Finland",1,1,1,0,0,4,0,2,2,0,8,0,3,3,1,1,6,4,0,2,3,0,2,0,4,2,5,0,2,2,5,5,4,2,2
"Pyhäranta","Total","Total","Emigration from Finland",1,1,0,0,5,2,3,0,0,0,3,6,3,2,1,1,1,1,0,2,0,0,0,1,5,1,3,0,2,6,1,0,2,0,3
"Pyhäranta","Total","Total","Net migration",0,0,1,0,-5,2,-3,2,2,0,5,-6,0,1,0,0,5,3,0,0,3,0,2,-1,-1,1,2,0,0,-4,4,5,2,2,-1
"Pälkäne","Total","Total","Immigration to Finland",8,22,14,14,4,7,3,7,7,6,3,9,15,23,20,19,16,18,22,13,18,18,21,3,21,11,20,21,28,15,23,29,24,55,33
"Pälkäne","Total","Total","Emigration from Finland",10,3,5,4,4,5,23,10,2,12,6,3,5,13,5,8,13,9,7,7,16,11,3,8,7,8,2,7,8,11,10,4,5,4,9
"Pälkäne","Total","Total","Net migration",-2,19,9,10,0,2,-20,-3,5,-6,-3,6,10,10,15,11,3,9,15,6,2,7,18,-5,14,3,18,14,20,4,13,25,19,51,24
"Pöytyä","Total","Total","Immigration to Finland",17,26,7,15,4,6,8,8,14,7,6,12,6,9,9,9,12,31,14,19,15,21,49,29,45,28,31,24,30,32,31,50,56,73,49
"Pöytyä","Total","Total","Emigration from Finland",1,3,3,1,4,2,9,2,1,5,13,8,8,8,8,2,5,8,4,2,11,12,16,6,7,13,11,15,12,6,4,13,10,12,18
"Pöytyä","Total","Total","Net migration",16,23,4,14,0,4,-1,6,13,2,-7,4,-2,1,1,7,7,23,10,17,4,9,33,23,38,15,20,9,18,26,27,37,46,61,31
"Raahe","Total","Total","Immigration to Finland",41,40,42,38,22,45,32,22,17,29,19,42,50,43,81,36,37,47,92,77,44,68,62,58,40,55,72,75,74,109,55,84,116,178,186
"Raahe","Total","Total","Emigration from Finland",19,12,20,8,27,18,25,18,33,27,39,34,52,41,43,19,23,24,23,44,28,6,28,28,23,21,35,23,22,18,20,13,42,22,35
"Raahe","Total","Total","Net migration",22,28,22,30,-5,27,7,4,-16,2,-20,8,-2,2,38,17,14,23,69,33,16,62,34,30,17,34,37,52,52,91,35,71,74,156,151
"Raseborg","Total","Total","Immigration to Finland",153,194,108,101,74,101,98,103,137,84,151,236,149,119,132,113,154,163,221,177,143,150,157,131,144,106,216,162,174,137,193,164,189,246,179
"Raseborg","Total","Total","Emigration from Finland",87,94,64,61,91,91,81,122,98,134,109,108,83,83,95,99,80,81,95,84,90,88,110,85,86,126,134,125,142,72,99,95,103,77,84
"Raseborg","Total","Total","Net migration",66,100,44,40,-17,10,17,-19,39,-50,42,128,66,36,37,14,74,82,126,93,53,62,47,46,58,-20,82,37,32,65,94,69,86,169,95
"Raisio","Total","Total","Immigration to Finland",65,36,48,56,38,39,63,36,53,61,44,33,54,43,51,37,60,75,75,94,94,98,101,128,109,72,67,78,100,105,150,152,270,411,409
"Raisio","Total","Total","Emigration from Finland",20,24,24,16,27,22,36,30,31,28,38,50,39,30,31,39,24,33,44,38,29,31,51,39,54,37,45,28,48,54,28,31,33,37,33
"Raisio","Total","Total","Net migration",45,12,24,40,11,17,27,6,22,33,6,-17,15,13,20,-2,36,42,31,56,65,67,50,89,55,35,22,50,52,51,122,121,237,374,376
"Rantasalmi","Total","Total","Immigration to Finland",2,2,10,12,0,1,10,11,14,0,4,8,13,7,14,10,14,4,7,9,11,15,6,18,5,9,5,4,13,2,10,11,45,61,37
"Rantasalmi","Total","Total","Emigration from Finland",1,2,0,1,5,6,2,3,7,4,1,2,7,5,4,8,2,7,2,6,1,5,4,1,2,4,5,2,2,4,4,4,4,0,1
"Rantasalmi","Total","Total","Net migration",1,0,10,11,-5,-5,8,8,7,-4,3,6,6,2,10,2,12,-3,5,3,10,10,2,17,3,5,0,2,11,-2,6,7,41,61,36
"Ranua","Total","Total","Immigration to Finland",10,10,10,4,8,5,14,8,8,5,12,9,5,8,4,2,12,5,8,6,11,5,10,2,8,13,33,12,7,11,9,5,4,29,10
"Ranua","Total","Total","Emigration from Finland",4,1,3,2,6,4,13,5,4,7,6,9,4,2,5,1,4,10,4,4,3,13,8,3,2,2,3,1,2,8,3,2,5,14,8
"Ranua","Total","Total","Net migration",6,9,7,2,2,1,1,3,4,-2,6,0,1,6,-1,1,8,-5,4,2,8,-8,2,-1,6,11,30,11,5,3,6,3,-1,15,2
"Rauma","Total","Total","Immigration to Finland",90,137,99,100,54,49,60,50,49,67,56,63,79,67,52,90,74,71,111,145,174,163,186,294,277,244,371,356,418,397,434,424,335,609,593
"Rauma","Total","Total","Emigration from Finland",47,50,51,46,39,61,66,47,50,83,55,59,41,46,51,49,49,43,43,38,87,63,56,80,101,83,99,124,147,168,121,117,273,164,136
"Rauma","Total","Total","Net migration",43,87,48,54,15,-12,-6,3,-1,-16,1,4,38,21,1,41,25,28,68,107,87,100,130,214,176,161,272,232,271,229,313,307,62,445,457
"Rautalampi","Total","Total","Immigration to Finland",5,10,4,2,2,0,6,3,3,6,3,5,4,5,9,9,4,11,9,7,5,15,9,3,6,6,37,14,27,18,9,23,27,42,24
"Rautalampi","Total","Total","Emigration from Finland",3,2,1,4,1,2,6,2,3,1,1,4,2,3,1,1,5,1,4,2,3,2,5,0,4,5,5,4,5,7,3,1,3,5,3
"Rautalampi","Total","Total","Net migration",2,8,3,-2,1,-2,0,1,0,5,2,1,2,2,8,8,-1,10,5,5,2,13,4,3,2,1,32,10,22,11,6,22,24,37,21
"Rautavaara","Total","Total","Immigration to Finland",1,0,0,0,0,1,2,0,0,2,1,0,0,2,0,0,0,0,1,3,0,1,2,0,0,1,7,5,5,5,1,1,3,11,7
"Rautavaara","Total","Total","Emigration from Finland",0,0,0,1,0,0,1,1,0,0,6,0,1,0,1,0,0,0,1,1,0,1,1,0,1,2,0,3,3,0,0,1,0,1,0
"Rautavaara","Total","Total","Net migration",1,0,0,-1,0,1,1,-1,0,2,-5,0,-1,2,-1,0,0,0,0,2,0,0,1,0,-1,-1,7,2,2,5,1,0,3,10,7
"Rautjärvi","Total","Total","Immigration to Finland",1,10,5,7,4,4,8,6,3,4,1,6,10,3,3,6,7,11,17,3,7,4,4,5,16,0,4,15,11,2,3,10,35,29,41
"Rautjärvi","Total","Total","Emigration from Finland",3,4,0,2,4,5,2,1,7,2,3,5,7,3,2,1,0,2,4,0,5,1,2,8,7,0,10,3,1,5,3,2,2,6,2
"Rautjärvi","Total","Total","Net migration",-2,6,5,5,0,-1,6,5,-4,2,-2,1,3,0,1,5,7,9,13,3,2,3,2,-3,9,0,-6,12,10,-3,0,8,33,23,39
"Reisjärvi","Total","Total","Immigration to Finland",4,5,0,7,5,9,1,1,5,10,2,2,4,0,3,6,3,1,3,0,1,4,0,2,1,2,6,3,3,3,1,10,1,5,3
"Reisjärvi","Total","Total","Emigration from Finland",2,1,9,3,5,1,0,1,1,10,5,0,5,6,1,0,3,0,0,7,1,1,0,0,0,0,2,3,1,0,0,2,1,3,2
"Reisjärvi","Total","Total","Net migration",2,4,-9,4,0,8,1,0,4,0,-3,2,-1,-6,2,6,0,1,3,-7,0,3,0,2,1,2,4,0,2,3,1,8,0,2,1
"Riihimäki","Total","Total","Immigration to Finland",81,69,52,68,55,38,35,38,30,38,44,58,37,39,54,68,71,89,89,78,91,122,138,148,143,74,107,71,77,88,78,87,100,391,498
"Riihimäki","Total","Total","Emigration from Finland",32,14,20,20,30,24,24,22,29,34,38,34,35,36,30,37,27,35,36,45,27,39,32,35,56,56,68,53,74,52,60,46,53,44,35
"Riihimäki","Total","Total","Net migration",49,55,32,48,25,14,11,16,1,4,6,24,2,3,24,31,44,54,53,33,64,83,106,113,87,18,39,18,3,36,18,41,47,347,463
"Ristijärvi","Total","Total","Immigration to Finland",0,1,1,0,0,0,1,0,1,3,0,0,2,2,6,2,4,1,2,3,1,3,1,4,2,2,1,1,2,1,6,2,2,3,13
"Ristijärvi","Total","Total","Emigration from Finland",0,0,0,0,0,0,0,2,0,0,0,2,6,3,0,0,1,0,1,1,0,0,1,1,0,0,3,2,1,1,1,0,0,0,3
"Ristijärvi","Total","Total","Net migration",0,1,1,0,0,0,1,-2,1,3,0,-2,-4,-1,6,2,3,1,1,2,1,3,0,3,2,2,-2,-1,1,0,5,2,2,3,10
"Rovaniemi","Total","Total","Immigration to Finland",235,257,151,224,162,130,136,131,173,158,164,211,192,224,274,263,262,314,397,328,333,351,327,400,282,274,324,262,281,259,290,292,336,722,730
"Rovaniemi","Total","Total","Emigration from Finland",125,92,61,96,118,87,129,125,154,133,194,161,178,181,139,146,129,102,143,124,98,99,88,148,136,91,125,92,141,152,115,83,130,107,130
"Rovaniemi","Total","Total","Net migration",110,165,90,128,44,43,7,6,19,25,-30,50,14,43,135,117,133,212,254,204,235,252,239,252,146,183,199,170,140,107,175,209,206,615,600
"Ruokolahti","Total","Total","Immigration to Finland",8,10,4,3,5,4,2,11,6,11,10,11,14,4,13,20,11,13,15,11,7,10,11,9,4,17,17,14,6,14,19,9,9,25,14
"Ruokolahti","Total","Total","Emigration from Finland",1,4,4,0,2,3,0,1,5,14,4,9,10,7,8,10,2,0,1,5,1,5,9,3,3,4,7,5,10,6,5,2,8,7,5
"Ruokolahti","Total","Total","Net migration",7,6,0,3,3,1,2,10,1,-3,6,2,4,-3,5,10,9,13,14,6,6,5,2,6,1,13,10,9,-4,8,14,7,1,18,9
"Ruovesi","Total","Total","Immigration to Finland",5,5,4,24,6,38,7,27,9,4,22,4,6,4,12,9,6,13,35,5,94,14,8,10,6,9,113,7,16,4,15,8,10,57,15
"Ruovesi","Total","Total","Emigration from Finland",13,1,1,1,12,7,5,2,6,2,2,5,9,2,4,2,6,10,10,13,5,12,4,3,6,8,1,9,4,17,5,1,2,8,8
"Ruovesi","Total","Total","Net migration",-8,4,3,23,-6,31,2,25,3,2,20,-1,-3,2,8,7,0,3,25,-8,89,2,4,7,0,1,112,-2,12,-13,10,7,8,49,7
"Rusko","Total","Total","Immigration to Finland",3,17,1,0,1,7,4,3,3,1,8,13,3,5,5,5,7,2,4,3,6,4,10,10,23,10,16,20,14,12,11,10,17,23,14
"Rusko","Total","Total","Emigration from Finland",1,0,0,2,0,5,10,1,3,5,10,3,12,5,8,2,0,2,8,2,1,1,6,12,4,6,6,7,5,3,5,4,7,3,11
"Rusko","Total","Total","Net migration",2,17,1,-2,1,2,-6,2,0,-4,-2,10,-9,0,-3,3,7,0,-4,1,5,3,4,-2,19,4,10,13,9,9,6,6,10,20,3
"Rääkkylä","Total","Total","Immigration to Finland",4,3,2,2,4,1,1,3,1,4,6,15,8,9,9,7,6,5,10,8,8,13,6,5,9,6,5,7,5,0,9,3,4,16,9
"Rääkkylä","Total","Total","Emigration from Finland",8,1,0,0,0,2,0,2,1,4,0,9,2,3,1,2,0,1,0,0,2,3,2,7,2,1,1,8,1,2,4,0,2,0,0
"Rääkkylä","Total","Total","Net migration",-4,2,2,2,4,-1,1,1,0,0,6,6,6,6,8,5,6,4,10,8,6,10,4,-2,7,5,4,-1,4,-2,5,3,2,16,9
"Saarijärvi","Total","Total","Immigration to Finland",32,29,21,43,11,12,24,10,9,13,11,13,21,14,24,12,16,22,21,20,12,18,25,7,10,12,30,27,12,10,18,17,17,33,130
"Saarijärvi","Total","Total","Emigration from Finland",5,9,6,7,7,12,15,20,6,3,12,7,8,11,10,12,8,7,8,11,5,7,7,3,0,6,7,5,8,14,12,3,22,11,4
"Saarijärvi","Total","Total","Net migration",27,20,15,36,4,0,9,-10,3,10,-1,6,13,3,14,0,8,15,13,9,7,11,18,4,10,6,23,22,4,-4,6,14,-5,22,126
"Salla","Total","Total","Immigration to Finland",13,21,4,8,5,4,16,1,11,6,10,12,14,14,14,5,10,10,6,8,3,9,10,11,11,4,5,33,16,17,16,15,46,45,39
"Salla","Total","Total","Emigration from Finland",11,6,3,1,2,0,9,13,5,10,2,10,9,7,4,7,5,2,2,2,3,3,0,3,2,2,3,2,2,0,2,4,1,4,2
"Salla","Total","Total","Net migration",2,15,1,7,3,4,7,-12,6,-4,8,2,5,7,10,-2,5,8,4,6,0,6,10,8,9,2,2,31,14,17,14,11,45,41,37
"Salo","Total","Total","Immigration to Finland",109,227,166,204,161,123,166,225,209,272,273,313,236,262,316,279,299,258,268,224,218,204,247,225,313,165,247,250,225,197,238,224,278,735,569
"Salo","Total","Total","Emigration from Finland",47,43,31,41,87,54,68,84,69,111,133,99,111,122,146,130,90,108,76,100,53,107,133,121,87,135,100,113,100,94,62,71,89,70,81
"Salo","Total","Total","Net migration",62,184,135,163,74,69,98,141,140,161,140,214,125,140,170,149,209,150,192,124,165,97,114,104,226,30,147,137,125,103,176,153,189,665,488
"Saltvik","Total","Total","Immigration to Finland",13,19,6,9,5,12,9,8,9,16,12,14,22,22,16,32,12,23,12,35,22,14,13,9,17,12,42,32,28,20,25,19,28,26,24
"Saltvik","Total","Total","Emigration from Finland",11,11,8,7,16,12,4,6,11,16,15,11,7,12,26,11,21,10,26,11,11,7,14,14,16,20,22,16,18,27,15,9,12,16,15
"Saltvik","Total","Total","Net migration",2,8,-2,2,-11,0,5,2,-2,0,-3,3,15,10,-10,21,-9,13,-14,24,11,7,-1,-5,1,-8,20,16,10,-7,10,10,16,10,9
"Sastamala","Total","Total","Immigration to Finland",47,69,56,19,38,32,18,22,28,31,40,29,24,34,40,44,52,33,90,68,78,74,83,78,69,46,64,92,71,74,64,70,57,108,207
"Sastamala","Total","Total","Emigration from Finland",16,26,29,8,19,21,18,10,9,24,25,31,19,11,18,27,31,33,22,18,35,25,44,41,25,25,23,34,50,45,38,27,26,39,21
"Sastamala","Total","Total","Net migration",31,43,27,11,19,11,0,12,19,7,15,-2,5,23,22,17,21,0,68,50,43,49,39,37,44,21,41,58,21,29,26,43,31,69,186
"Sauvo","Total","Total","Immigration to Finland",2,5,6,2,3,1,1,3,4,1,10,7,12,6,9,7,7,3,4,3,8,12,6,5,8,8,10,10,11,7,5,15,14,102,25
"Sauvo","Total","Total","Emigration from Finland",0,0,1,0,0,1,7,7,0,3,4,5,5,7,6,7,4,8,2,0,3,3,3,3,11,0,5,3,5,3,1,10,6,3,1
"Sauvo","Total","Total","Net migration",2,5,5,2,3,0,-6,-4,4,-2,6,2,7,-1,3,0,3,-5,2,3,5,9,3,2,-3,8,5,7,6,4,4,5,8,99,24
"Savitaipale","Total","Total","Immigration to Finland",0,6,7,4,2,1,3,3,3,1,6,4,4,1,2,10,7,6,5,4,2,7,6,6,9,2,2,5,4,6,4,4,11,44,20
"Savitaipale","Total","Total","Emigration from Finland",3,3,1,1,1,1,4,4,2,2,3,6,6,2,3,2,9,3,0,5,6,2,3,0,4,2,3,2,3,5,1,1,0,3,1
"Savitaipale","Total","Total","Net migration",-3,3,6,3,1,0,-1,-1,1,-1,3,-2,-2,-1,-1,8,-2,3,5,-1,-4,5,3,6,5,0,-1,3,1,1,3,3,11,41,19
"Savonlinna","Total","Total","Immigration to Finland",70,97,138,39,59,75,64,52,65,75,56,82,60,101,119,133,78,121,92,108,101,141,147,122,92,71,178,79,66,72,108,102,116,240,299
